measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Self-harm and interpersonal violence,Number,2020,146598.89937740768,154779.4384962087,139357.99783076337
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0104750929952793,0.0116642619590853,0.0093464408474268
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Self-harm and interpersonal violence,Rate,2020,320.2187514531387,338.08765793170807,304.4023131135013
DALYs (Disability-Adjusted Life Years),Gabon,Both,All ages,Self-harm and interpersonal violence,Number,2020,13555.656677308813,18376.321552182824,9641.66659953985
DALYs (Disability-Adjusted Life Years),Gabon,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0179944795150885,0.0222629882374145,0.0142102955189283
DALYs (Disability-Adjusted Life Years),Gabon,Both,All ages,Self-harm and interpersonal violence,Rate,2020,756.7353804410849,1025.8457418869607,538.2395273039182
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Depressive disorders,Number,2019,6.722093863578524,9.423452562096712,4.5111674397506665
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Depressive disorders,Percent,2019,0.0153648588714431,0.0209825980241778,0.0104643976515629
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Depressive disorders,Rate,2019,498.3026524826932,698.5518950694686,334.4087045854828
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Bipolar disorder,Number,2019,0.7479654356186071,1.1048910686080884,0.4513677867400272
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Bipolar disorder,Percent,2019,0.0017118606733274,0.0025552990552911,0.0010124408442899
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Bipolar disorder,Rate,2019,55.445991695169525,81.90456149012333,33.4594800284539
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Anxiety disorders,Number,2019,6.086948506100605,8.53362200240952,4.15319818721964
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Anxiety disorders,Percent,2019,0.0139223487111238,0.0190966176932021,0.0094872321003858
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Anxiety disorders,Rate,2019,451.2199096995051,632.5895718483168,307.87277223114074
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Eating disorders,Number,2019,0.3384409809856219,0.5324687338178096,0.2085837155778786
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Eating disorders,Percent,2019,0.0007733441651634,0.0012094755089123,0.0004934227321284
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Eating disorders,Rate,2019,25.0883194963602,39.4714188480948,15.462119519084046
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Autism spectrum disorders,Number,2019,1.796066652229006,2.535202213161785,1.23093847566116
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Autism spectrum disorders,Percent,2019,0.0041289179739327,0.0059852165149571,0.00271204855198
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Autism spectrum disorders,Rate,2019,133.14077354536917,187.932214728997,91.24834016203764
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Autism spectrum disorders,Number,2019,53884.30345641154,76002.9242983941,37018.450732532816
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Autism spectrum disorders,Percent,2019,0.0039165812691465,0.005550131150759,0.0026990832760504
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Autism spectrum disorders,Rate,2019,175.8693460532794,248.06082174390664,120.82202616764894
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Attention-deficit/hyperactivity disorder,Number,2019,2237.8233914652305,3752.8410995882887,1139.2126241324718
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2019,0.0001620214302635,0.0002757302040468,7.951487744368082e-05
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2019,7.3038809299648255,12.248645109802007,3.7181992968302695
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Conduct disorder,Number,2019,30400.35548762718,47981.98543528109,16662.03866555129
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Conduct disorder,Percent,2019,0.0021987589364196,0.0033846511062897,0.0012223277354533
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Conduct disorder,Rate,2019,99.22167118149972,156.60516810182102,54.38210491846471
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Idiopathic developmental intellectual disability,Number,2019,3709.653637613455,8670.820653112685,397.9224595831808
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Idiopathic developmental intellectual disability,Percent,2019,0.0002676873828042,0.0006301379605287,2.8893618789863807e-05
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Idiopathic developmental intellectual disability,Rate,2019,12.107688463654409,28.30010708483512,1.2987522944119922
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Other mental disorders,Number,2019,21390.350891199378,31448.58518182416,13695.094712327436
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Other mental disorders,Percent,2019,0.0015480148887149,0.0023020965212214,0.0009843439443465
DALYs (Disability-Adjusted Life Years),Angola,Both,All ages,Other mental disorders,Rate,2019,69.81452448631023,102.64291742589413,44.69849653235455
DALYs (Disability-Adjusted Life Years),Jordan,Both,All ages,Autism spectrum disorders,Number,2021,19175.848999141344,26861.31454883293,13069.175811186738
DALYs (Disability-Adjusted Life Years),Jordan,Both,All ages,Autism spectrum disorders,Percent,2021,0.0071499162064248,0.0100782097158652,0.0048888947841321
DALYs (Disability-Adjusted Life Years),Jordan,Both,All ages,Autism spectrum disorders,Rate,2021,155.59034145752253,217.94920802922343,106.04159049865235
DALYs (Disability-Adjusted Life Years),New Zealand,Both,All ages,Self-harm and interpersonal violence,Number,2020,32126.32992650369,33573.043927410035,30790.227855901583
DALYs (Disability-Adjusted Life Years),New Zealand,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0246608604373436,0.0281687663714987,0.0213767781575555
DALYs (Disability-Adjusted Life Years),New Zealand,Both,All ages,Self-harm and interpersonal violence,Rate,2020,630.8180102227719,659.2250286870969,604.5829173391492
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Self-harm and interpersonal violence,Number,2021,891874.6131960513,920794.481148481,865374.3735566466
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0229127165700658,0.0254534628918624,0.0203874650066384
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Self-harm and interpersonal violence,Rate,2021,698.4278412406621,721.0750168011355,677.6754788683503
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Bipolar disorder,Number,2019,12577.96959050916,18305.01704784784,7731.099181836693
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Bipolar disorder,Percent,2019,0.0035330145637448,0.0049829114339791,0.0023021405705622
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Bipolar disorder,Rate,2019,118.14467284036527,171.93874058076395,72.61809443582362
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Anxiety disorders,Number,2019,44475.98690063982,61811.13247564886,30247.904179907862
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Anxiety disorders,Percent,2019,0.0124770081756243,0.0167954901826863,0.0090246546110669
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Anxiety disorders,Rate,2019,417.7622535829143,580.5910064958584,284.1180937612102
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Eating disorders,Number,2019,4097.722823669988,6432.861102383806,2510.003862855892
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Eating disorders,Percent,2019,0.0011473698814969,0.0016584734533328,0.0007639924981943
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Eating disorders,Rate,2019,38.48984678403818,60.42376433650456,23.5764272660448
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Autism spectrum disorders,Number,2019,18659.235675722237,26225.047978484403,13068.923931364376
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Autism spectrum disorders,Percent,2019,0.0052655752255827,0.0073859954167895,0.0036514909892322
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Autism spectrum disorders,Rate,2019,175.26591064609502,246.3314679961395,122.75619933218192
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Attention-deficit/hyperactivity disorder,Number,2019,934.9129628856764,1516.8243364719533,504.7368945876802
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2019,0.0002615472048105,0.000400208276568,0.0001474660556985
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2019,8.78162292725606,14.247507413597496,4.740985804777217
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Conduct disorder,Number,2019,4355.602861790336,6845.389185948694,2319.366436019835
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Conduct disorder,Percent,2019,0.0012185909534532,0.0018448553889841,0.000694202077521
DALYs (Disability-Adjusted Life Years),Czechia,Both,All ages,Conduct disorder,Rate,2019,40.91210997338305,64.29863421272151,21.785772879213564
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Attention-deficit/hyperactivity disorder,Number,2019,147.83832134686426,250.9077408188376,76.07380374844286
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2019,0.0001421179637683,0.0002359109980692,7.436226892625972e-05
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2019,7.495041941990376,12.720409863116496,3.856756114292944
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Conduct disorder,Number,2019,1846.502304542918,2926.6308658858816,993.5732042527168
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Conduct disorder,Percent,2019,0.0017745797138962,0.0027508044406441,0.0009744219591582
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Conduct disorder,Rate,2019,93.61315856705389,148.3730394710921,50.371735626243535
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Idiopathic developmental intellectual disability,Number,2019,487.1645737915894,1024.5236717931489,89.60668734432255
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Idiopathic developmental intellectual disability,Percent,2019,0.000468057166091,0.0009837645320782,8.958803305254143e-05
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Idiopathic developmental intellectual disability,Rate,2019,24.698054468928607,51.94084876434172,4.542840271791011
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Other mental disorders,Number,2019,1453.643212150276,2189.579071003306,927.4269705269242
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Other mental disorders,Percent,2019,0.0013971390388421,0.0020183806481482,0.0009008859180242
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All ages,Other mental disorders,Rate,2019,73.69616175628369,111.0063129976292,47.018283073733
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Self-harm and interpersonal violence,Number,2021,130792.8125046116,136316.79185087592,125261.5154388834
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0244643625495647,0.0273229184722092,0.0218804316982245
DALYs (Disability-Adjusted Life Years),Chile,Both,All ages,Self-harm and interpersonal violence,Rate,2021,695.7861228527916,725.1723566867075,666.3609605215324
DALYs (Disability-Adjusted Life Years),Mozambique,Both,All ages,Self-harm and interpersonal violence,Number,2020,425922.4917890581,524948.3639180667,338262.60936666804
DALYs (Disability-Adjusted Life Years),Mozambique,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0244890125202603,0.0306871162368922,0.0192023604799552
DALYs (Disability-Adjusted Life Years),Mozambique,Both,All ages,Self-harm and interpersonal violence,Rate,2020,1406.15934149775,1733.087732997511,1116.7551308276877
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Depressive disorders,Number,2019,19267.416296401432,26777.948137227904,13217.803938920368
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Depressive disorders,Percent,2019,0.0178300985511558,0.0234600303293275,0.0132881071001639
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Depressive disorders,Rate,2019,569.9078733092261,792.0607122254678,390.967341794309
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Bipolar disorder,Number,2019,6768.187293347206,9801.594772753198,4253.44034127658
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Bipolar disorder,Percent,2019,0.0062766008437624,0.0090831317416219,0.0041131296594666
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Bipolar disorder,Rate,2019,200.19514641568452,289.9198286914005,125.81184222387652
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Anxiety disorders,Number,2019,19226.160050947485,26525.196229817164,13030.873536206424
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Anxiety disorders,Percent,2019,0.017805769208783,0.0241569092313616,0.0128670466255304
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Anxiety disorders,Rate,2019,568.6875613200273,784.5846033475896,385.4381568413977
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Eating disorders,Number,2019,2202.386628756498,3501.0932970426056,1265.5759257644863
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Eating disorders,Percent,2019,0.0020352159987865,0.0030547864501933,0.0012892145925842
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All ages,Eating disorders,Rate,2019,65.14404736423931,103.55828744653218,37.43427106510917
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Depressive disorders,Number,2020,127882.24814915012,184969.29968956613,82562.40234439424
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Depressive disorders,Percent,2020,0.0355692213941205,0.0480956864310045,0.0250228668396888
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Depressive disorders,Rate,2020,1201.5511267778097,1737.927458094797,775.7366561986662
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Bipolar disorder,Number,2020,21414.071612501448,30760.56668111054,13668.331797010898
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Bipolar disorder,Percent,2020,0.0059695501806425,0.0081685388098361,0.0040346305476518
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Bipolar disorder,Rate,2020,201.20151348053096,289.01895369328435,128.4243881349106
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Anxiety disorders,Number,2020,120974.3977362027,179611.53189455956,72790.9568134607
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Anxiety disorders,Percent,2020,0.0336654577727734,0.0478098868823384,0.0223704727297329
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Anxiety disorders,Rate,2020,1136.6466105731126,1687.587148753381,683.9264827158878
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Eating disorders,Number,2020,7343.986372535728,11294.05895568707,4466.104528171409
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Eating disorders,Percent,2020,0.0020411051339712,0.0029283407257867,0.0013682911776547
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Eating disorders,Rate,2020,69.00234574129082,106.11628635331432,41.96245378696448
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Autism spectrum disorders,Number,2020,15584.045936083958,21933.17382810953,10613.66619064413
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Autism spectrum disorders,Percent,2020,0.0043684481191158,0.0061429762166758,0.0030012533458013
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Autism spectrum disorders,Rate,2020,146.42398163363282,206.07887418621144,99.72347808382466
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Attention-deficit/hyperactivity disorder,Number,2020,1089.39531979878,1773.3653195770244,588.8972157004096
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2020,0.0003027636785115,0.0004700705781542,0.0001697520115569
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,10.235698800697037,16.66211791523486,5.533137893039491
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Conduct disorder,Number,2020,4832.760246936188,7626.848629228061,2603.137165138284
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Conduct disorder,Percent,2020,0.0013423978940726,0.0020021826758971,0.0007805077733863
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Conduct disorder,Rate,2020,45.40746353927602,71.6600520935843,24.458456425329
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Idiopathic developmental intellectual disability,Number,2020,1552.2605509899122,2884.558564176265,491.831207483529
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Idiopathic developmental intellectual disability,Percent,2020,0.0004305120584826,0.000779419092037,0.0001388555496014
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Idiopathic developmental intellectual disability,Rate,2020,14.584670203165071,27.102624822486803,4.621128812554836
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Other mental disorders,Number,2020,16468.76075671455,24011.6632793416,10644.71510935554
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Other mental disorders,Percent,2020,0.0045844264765648,0.0062982308210531,0.0031491408856371
DALYs (Disability-Adjusted Life Years),Portugal,Both,All ages,Other mental disorders,Rate,2020,154.73655124349693,225.60786572545092,100.01520632447472
DALYs (Disability-Adjusted Life Years),Austria,Both,All ages,Self-harm and interpersonal violence,Number,2021,51199.54887817201,53802.77881624563,48686.27584659628
DALYs (Disability-Adjusted Life Years),Austria,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.018804669578198,0.0209183922977255,0.0168378635567014
DALYs (Disability-Adjusted Life Years),Austria,Both,All ages,Self-harm and interpersonal violence,Rate,2021,570.0041551106252,598.9858925267329,542.0239071921444
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Attention-deficit/hyperactivity disorder,Number,2019,0.1889063044129012,0.3134111900001919,0.1042865832277039
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2019,0.0004320298864173,0.000706482519631,0.0002409696614788
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2019,14.003451077896756,23.23288404838096,7.730668761155566
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Conduct disorder,Number,2019,0.9909026498062096,1.5391569094532342,0.5332870929750857
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Conduct disorder,Percent,2019,0.0022599343742494,0.003368022564163,0.0012730789843656
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Conduct disorder,Rate,2019,73.45470455655082,114.09628995559947,39.532083061810056
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Idiopathic developmental intellectual disability,Number,2019,0.2917222563389398,0.5556219664094928,0.0901754278241111
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Idiopathic developmental intellectual disability,Percent,2019,0.0006654638162451,0.0012137161716734,0.0002154398663631
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Idiopathic developmental intellectual disability,Rate,2019,21.62510328954911,41.18774674355839,6.684621754090648
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Other mental disorders,Number,2019,1.4578093629580753,2.172283992636822,0.9508137891396716
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Other mental disorders,Percent,2019,0.0033317149737401,0.0049478562711419,0.002223543099191
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All ages,Other mental disorders,Rate,2019,108.06607094733394,161.0294199165461,70.48295408555833
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All ages,Schizophrenia,Number,2020,2410.389701190268,3255.7937046297866,1722.4127002900664
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All ages,Schizophrenia,Percent,2020,0.0046068215854856,0.0062375719706478,0.0032136655496004
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All ages,Schizophrenia,Rate,2020,172.85540482295255,233.48155634580465,123.51875899312638
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All ages,Depressive disorders,Number,2020,11495.324867521753,17205.216344631826,7201.4757968261965
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All ages,Depressive disorders,Percent,2020,0.0218746575051281,0.0319693047210936,0.0147449011477248
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All ages,Depressive disorders,Rate,2020,824.3600744583414,1233.831456734663,516.4368291021116
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All ages,Bipolar disorder,Number,2020,2730.223439618588,3995.043517091509,1679.8041079352902
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All ages,Bipolar disorder,Percent,2020,0.0052082021741861,0.0077227206413,0.0031837677837259
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All ages,Bipolar disorder,Rate,2020,195.79152602558045,286.4951107661802,120.46318442077234
DALYs (Disability-Adjusted Life Years),Belize,Both,All ages,Self-harm and interpersonal violence,Number,2021,6900.8553376506325,7568.429852253143,6318.401395514544
DALYs (Disability-Adjusted Life Years),Belize,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0577515512577855,0.064004328072201,0.0520532394858272
DALYs (Disability-Adjusted Life Years),Belize,Both,All ages,Self-harm and interpersonal violence,Rate,2021,1608.3109213555215,1763.8956032711053,1472.5644101639157
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Depressive disorders,Number,2019,31239.106858536958,42686.793400383336,21312.643870585387
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Depressive disorders,Percent,2019,0.0171658444226812,0.0222909566713853,0.0126945433401592
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Depressive disorders,Rate,2019,574.3637170971158,784.8414309482949,391.8552924739348
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Bipolar disorder,Number,2019,6567.578946622919,9819.75890899779,4032.853744529513
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Bipolar disorder,Percent,2019,0.003616443974275,0.0052563492409369,0.002333196292199
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Bipolar disorder,Rate,2019,120.7518215291183,180.5465583094345,74.1482423843368
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Anxiety disorders,Number,2019,23936.18929519273,33129.17946642148,16239.088567779734
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Anxiety disorders,Percent,2019,0.0131631867598416,0.0176955865412492,0.0094184394039407
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Anxiety disorders,Rate,2019,440.0919244901545,609.1146827237579,298.572661321473
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Eating disorders,Number,2019,2153.2544361697223,3333.3739700314395,1309.9800970378665
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Eating disorders,Percent,2019,0.0011819698528924,0.0017277925669002,0.0007549625003401
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Eating disorders,Rate,2019,39.58983934511304,61.287573699592535,24.085356897849174
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Autism spectrum disorders,Number,2019,9389.348735955771,13271.12468782343,6532.499058559739
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Autism spectrum disorders,Percent,2019,0.0051922099743746,0.0073634550855114,0.0035770506372204
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Autism spectrum disorders,Rate,2019,172.63301622309066,244.00353506504072,120.10684102456788
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Attention-deficit/hyperactivity disorder,Number,2019,502.9951088788923,807.4526462212577,266.6996920639422
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2019,0.0002758760912789,0.0004246172380984,0.0001535912740557
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2019,9.24809219820569,14.845863083208034,4.903553330643344
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Conduct disorder,Number,2019,2225.3944065007377,3462.1723623375874,1193.5151111750238
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Conduct disorder,Percent,2019,0.0012207217449005,0.0018387392057215,0.0006970226812869
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Conduct disorder,Rate,2019,40.9162082998412,63.65566711839894,21.944026081486054
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Idiopathic developmental intellectual disability,Number,2019,594.5085232505535,1301.5627181345103,96.04409671485872
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Idiopathic developmental intellectual disability,Percent,2019,0.0003254600197373,0.000686349375524,5.334737049903564e-05
DALYs (Disability-Adjusted Life Years),Slovakia,Both,All ages,Idiopathic developmental intellectual disability,Rate,2019,10.930662224319995,23.93059456558918,1.7658713689922936
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Autism spectrum disorders,Number,2019,83.38828043575346,117.26855937981584,57.060823699766885
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Autism spectrum disorders,Percent,2019,0.0044300633788975,0.0063394644171208,0.0030108546413192
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Autism spectrum disorders,Rate,2019,130.0480517328268,182.88598346394937,88.98911110347505
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Attention-deficit/hyperactivity disorder,Number,2019,16.96915191774082,27.177325675956425,9.41730000610412
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2019,0.0008926637711683,0.0013833319601359,0.000521710730134
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2019,26.464212176203716,42.38435229743963,14.686734298603886
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Conduct disorder,Number,2019,24.414156511630377,37.92434677588086,12.98149781561568
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Conduct disorder,Percent,2019,0.0012839157023821,0.0019104784019308,0.0007434689003239
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Conduct disorder,Rate,2019,38.075056500104125,59.14485087917449,20.245272964891704
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Idiopathic developmental intellectual disability,Number,2019,2.4809142088947174,6.370855102845539,0.1413832486893559
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Idiopathic developmental intellectual disability,Percent,2019,0.0001299789096056,0.0003303988034519,7.764281870448517e-06
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All ages,Idiopathic developmental intellectual disability,Rate,2019,3.8691055589235,9.935656301673385,0.2204940063954726
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Both,All ages,Schizophrenia,Number,2019,1681.2886299819263,2354.612414966795,1183.4111494634958
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Both,All ages,Schizophrenia,Percent,2019,0.0029754535333871,0.0043354847039924,0.0019950760570923
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Both,All ages,Schizophrenia,Rate,2019,117.45799305872566,164.49766194881846,82.6753337294597
