"Geslacht";"Persoonskenmerken";"Uitstromers ho met en zonder diploma";"Arbeidsmarktpositie";"Studierichting";"Peilmoment";"Perioden";"Uitstromers ho (aantal)"
"Totaal";"Geen internationale student";"Hbo-master";"Terug in onderwijs";"Sectoroverstijgend";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Hbo-master";"Terug in onderwijs";"Sectoroverstijgend";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Onderwijs";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Onderwijs";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Onderwijs";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Onderwijs";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Onderwijs";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Onderwijs";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"Direct na verlaten onderwijs";"2015/'16";"     100"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"1 jaar na verlaten onderwijs";"2015/'16";"      70"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"2 jaar na verlaten onderwijs";"2015/'16";"      70"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"3 jaar na verlaten onderwijs";"2015/'16";"      70"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"4 jaar na verlaten onderwijs";"2015/'16";"      70"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"5 jaar na verlaten onderwijs";"2015/'16";"      70"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Natuur";"Direct na verlaten onderwijs";"2015/'16";"     560"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Natuur";"1 jaar na verlaten onderwijs";"2015/'16";"     370"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Natuur";"2 jaar na verlaten onderwijs";"2015/'16";"     350"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Natuur";"3 jaar na verlaten onderwijs";"2015/'16";"     370"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Natuur";"4 jaar na verlaten onderwijs";"2015/'16";"     350"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Natuur";"5 jaar na verlaten onderwijs";"2015/'16";"     350"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Techniek";"Direct na verlaten onderwijs";"2015/'16";"     490"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Techniek";"1 jaar na verlaten onderwijs";"2015/'16";"     410"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Techniek";"2 jaar na verlaten onderwijs";"2015/'16";"     400"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Techniek";"3 jaar na verlaten onderwijs";"2015/'16";"     410"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Techniek";"4 jaar na verlaten onderwijs";"2015/'16";"     380"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Techniek";"5 jaar na verlaten onderwijs";"2015/'16";"     390"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gezondheidszorg";"Direct na verlaten onderwijs";"2015/'16";"    1170"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gezondheidszorg";"1 jaar na verlaten onderwijs";"2015/'16";"     410"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gezondheidszorg";"2 jaar na verlaten onderwijs";"2015/'16";"     340"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gezondheidszorg";"3 jaar na verlaten onderwijs";"2015/'16";"     330"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gezondheidszorg";"4 jaar na verlaten onderwijs";"2015/'16";"     320"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gezondheidszorg";"5 jaar na verlaten onderwijs";"2015/'16";"     300"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Economie";"Direct na verlaten onderwijs";"2015/'16";"     720"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Economie";"1 jaar na verlaten onderwijs";"2015/'16";"     420"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Economie";"2 jaar na verlaten onderwijs";"2015/'16";"     410"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Economie";"3 jaar na verlaten onderwijs";"2015/'16";"     400"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Economie";"4 jaar na verlaten onderwijs";"2015/'16";"     370"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Economie";"5 jaar na verlaten onderwijs";"2015/'16";"     390"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Recht";"Direct na verlaten onderwijs";"2015/'16";"     430"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Recht";"1 jaar na verlaten onderwijs";"2015/'16";"     280"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Recht";"2 jaar na verlaten onderwijs";"2015/'16";"     270"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Recht";"3 jaar na verlaten onderwijs";"2015/'16";"     270"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Recht";"4 jaar na verlaten onderwijs";"2015/'16";"     250"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Recht";"5 jaar na verlaten onderwijs";"2015/'16";"     260"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"Direct na verlaten onderwijs";"2015/'16";"    1430"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"1 jaar na verlaten onderwijs";"2015/'16";"     790"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"2 jaar na verlaten onderwijs";"2015/'16";"     710"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"3 jaar na verlaten onderwijs";"2015/'16";"     710"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"4 jaar na verlaten onderwijs";"2015/'16";"     650"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"5 jaar na verlaten onderwijs";"2015/'16";"     690"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Taal en cultuur";"Direct na verlaten onderwijs";"2015/'16";"    1030"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Taal en cultuur";"1 jaar na verlaten onderwijs";"2015/'16";"     790"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Taal en cultuur";"2 jaar na verlaten onderwijs";"2015/'16";"     780"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Taal en cultuur";"3 jaar na verlaten onderwijs";"2015/'16";"     750"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Taal en cultuur";"4 jaar na verlaten onderwijs";"2015/'16";"     650"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Taal en cultuur";"5 jaar na verlaten onderwijs";"2015/'16";"     710"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Sectoroverstijgend";"Direct na verlaten onderwijs";"2015/'16";"     300"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Sectoroverstijgend";"1 jaar na verlaten onderwijs";"2015/'16";"     140"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Sectoroverstijgend";"2 jaar na verlaten onderwijs";"2015/'16";"     130"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Sectoroverstijgend";"3 jaar na verlaten onderwijs";"2015/'16";"     150"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Sectoroverstijgend";"4 jaar na verlaten onderwijs";"2015/'16";"     140"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, zonder uitkering";"Sectoroverstijgend";"5 jaar na verlaten onderwijs";"2015/'16";"     150"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Onderwijs";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Onderwijs";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Onderwijs";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Onderwijs";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Onderwijs";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Onderwijs";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Natuur";"Direct na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Natuur";"1 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Natuur";"2 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Natuur";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Natuur";"4 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Natuur";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Techniek";"Direct na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Techniek";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Techniek";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Techniek";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Techniek";"4 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Techniek";"5 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gezondheidszorg";"Direct na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gezondheidszorg";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gezondheidszorg";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gezondheidszorg";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gezondheidszorg";"4 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gezondheidszorg";"5 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Economie";"Direct na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Economie";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Economie";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Economie";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Economie";"4 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Economie";"5 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Recht";"Direct na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Recht";"1 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Recht";"2 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Recht";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Recht";"4 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Recht";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gedrag en Maatschappij";"Direct na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gedrag en Maatschappij";"1 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gedrag en Maatschappij";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gedrag en Maatschappij";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gedrag en Maatschappij";"4 jaar na verlaten onderwijs";"2015/'16";"      80"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Gedrag en Maatschappij";"5 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Taal en cultuur";"Direct na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Taal en cultuur";"1 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Taal en cultuur";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Taal en cultuur";"3 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Taal en cultuur";"4 jaar na verlaten onderwijs";"2015/'16";"     110"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Taal en cultuur";"5 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Sectoroverstijgend";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Sectoroverstijgend";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Sectoroverstijgend";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Sectoroverstijgend";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Sectoroverstijgend";"4 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Met werk, met uitkering";"Sectoroverstijgend";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Onderwijs";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Onderwijs";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Onderwijs";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Onderwijs";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Onderwijs";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Onderwijs";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"Direct na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"1 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"2 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"4 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Natuur";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Natuur";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Natuur";"2 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Natuur";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Natuur";"4 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Natuur";"5 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Techniek";"Direct na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Techniek";"1 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Techniek";"2 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Techniek";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Techniek";"4 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Techniek";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gezondheidszorg";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gezondheidszorg";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gezondheidszorg";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gezondheidszorg";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gezondheidszorg";"4 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gezondheidszorg";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Economie";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Economie";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Economie";"2 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Economie";"3 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Economie";"4 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Economie";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Recht";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Recht";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Recht";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Recht";"3 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Recht";"4 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Recht";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"Direct na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"1 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"2 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"3 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"4 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"5 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Taal en cultuur";"Direct na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Taal en cultuur";"1 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Taal en cultuur";"2 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Taal en cultuur";"3 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Taal en cultuur";"4 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Taal en cultuur";"5 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Sectoroverstijgend";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Sectoroverstijgend";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Sectoroverstijgend";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Sectoroverstijgend";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-bachelor";"Zonder werk, met uitkering";"Sectoroverstijgend";"4 jaar na verlaten onderwijs";"2015/'16";"      10"
