Uitstromers ho met en zonder diploma,Arbeidsmarktpositie,Studierichting,Peilmoment,Perioden,Uitstromers ho (aantal)
Hbo-master,"Zonder werk, met uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, met uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, met uitkering",Economie,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, met uitkering",Recht,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, met uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,10
Hbo-master,"Zonder werk, met uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,10
Hbo-master,"Zonder werk, met uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, met uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, met uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Onderwijs,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Natuur,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Natuur,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Natuur,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Natuur,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Natuur,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Natuur,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Natuur,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Economie,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Recht,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,150
Hbo-master,"Zonder werk, zonder uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,70
Hbo-master,"Zonder werk, zonder uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,40
Hbo-master,"Zonder werk, zonder uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,20
Hbo-master,"Zonder werk, zonder uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,20
Hbo-master,"Zonder werk, zonder uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,20
Hbo-master,"Zonder werk, zonder uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Onderwijs,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Onderwijs,5 jaar na verlaten onderwijs,2015/'16,10
Hbo-master,Terug in onderwijs,Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Natuur,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Natuur,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Natuur,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Natuur,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Natuur,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Natuur,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Natuur,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Techniek,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Techniek,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Techniek,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Techniek,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Techniek,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Techniek,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Techniek,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Economie,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Economie,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Economie,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Economie,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Economie,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Economie,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Economie,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Recht,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Recht,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Recht,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Recht,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Recht,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Recht,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Recht,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Taal en cultuur,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,10
Hbo-master,Terug in onderwijs,Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,10
Hbo-master,Terug in onderwijs,Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,20
Hbo-master,Terug in onderwijs,Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,20
Hbo-master,Terug in onderwijs,Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,30
Hbo-master,Terug in onderwijs,Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,
Hbo-master,Terug in onderwijs,Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,0
Hbo-master,Terug in onderwijs,Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Onderwijs,Direct na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, zonder uitkering",Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, zonder uitkering",Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, zonder uitkering",Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, zonder uitkering",Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, zonder uitkering",Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, zonder uitkering",Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,100
Wo-bachelor,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,70
Wo-bachelor,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,70
Wo-bachelor,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,70
Wo-bachelor,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,70
Wo-bachelor,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,70
Wo-bachelor,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Natuur,Direct na verlaten onderwijs,2015/'16,560
Wo-bachelor,"Met werk, zonder uitkering",Natuur,1 jaar na verlaten onderwijs,2015/'16,370
Wo-bachelor,"Met werk, zonder uitkering",Natuur,2 jaar na verlaten onderwijs,2015/'16,350
Wo-bachelor,"Met werk, zonder uitkering",Natuur,3 jaar na verlaten onderwijs,2015/'16,370
Wo-bachelor,"Met werk, zonder uitkering",Natuur,4 jaar na verlaten onderwijs,2015/'16,350
Wo-bachelor,"Met werk, zonder uitkering",Natuur,5 jaar na verlaten onderwijs,2015/'16,350
Wo-bachelor,"Met werk, zonder uitkering",Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,510
Wo-bachelor,"Met werk, zonder uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,420
Wo-bachelor,"Met werk, zonder uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,420
Wo-bachelor,"Met werk, zonder uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,430
Wo-bachelor,"Met werk, zonder uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,400
Wo-bachelor,"Met werk, zonder uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,400
Wo-bachelor,"Met werk, zonder uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,1180
Wo-bachelor,"Met werk, zonder uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,410
Wo-bachelor,"Met werk, zonder uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,340
Wo-bachelor,"Met werk, zonder uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,340
Wo-bachelor,"Met werk, zonder uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,320
Wo-bachelor,"Met werk, zonder uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,310
Wo-bachelor,"Met werk, zonder uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Economie,Direct na verlaten onderwijs,2015/'16,770
Wo-bachelor,"Met werk, zonder uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,470
Wo-bachelor,"Met werk, zonder uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,450
Wo-bachelor,"Met werk, zonder uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,440
Wo-bachelor,"Met werk, zonder uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,410
Wo-bachelor,"Met werk, zonder uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,420
Wo-bachelor,"Met werk, zonder uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Recht,Direct na verlaten onderwijs,2015/'16,440
Wo-bachelor,"Met werk, zonder uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,290
Wo-bachelor,"Met werk, zonder uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,280
Wo-bachelor,"Met werk, zonder uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,280
Wo-bachelor,"Met werk, zonder uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,260
Wo-bachelor,"Met werk, zonder uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,270
Wo-bachelor,"Met werk, zonder uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,1450
Wo-bachelor,"Met werk, zonder uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,810
Wo-bachelor,"Met werk, zonder uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,720
Wo-bachelor,"Met werk, zonder uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,720
Wo-bachelor,"Met werk, zonder uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,660
Wo-bachelor,"Met werk, zonder uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,700
Wo-bachelor,"Met werk, zonder uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,1050
Wo-bachelor,"Met werk, zonder uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,800
Wo-bachelor,"Met werk, zonder uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,790
Wo-bachelor,"Met werk, zonder uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,760
Wo-bachelor,"Met werk, zonder uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,650
Wo-bachelor,"Met werk, zonder uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,710
Wo-bachelor,"Met werk, zonder uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, zonder uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,350
Wo-bachelor,"Met werk, zonder uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,170
Wo-bachelor,"Met werk, zonder uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,160
Wo-bachelor,"Met werk, zonder uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,180
Wo-bachelor,"Met werk, zonder uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,170
Wo-bachelor,"Met werk, zonder uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,180
Wo-bachelor,"Met werk, zonder uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Onderwijs,Direct na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
